year,id_pais,edvan
1979,USA,73.8202
1980,USA,73.7172
1981,USA,74.1052
1982,USA,74.4526
1983,USA,74.5432
1984,USA,74.6658
1985,USA,74.6421
1986,USA,74.7218
1987,USA,74.8538
1988,USA,74.828
1989,USA,75.1038
1990,USA,75.3699
1991,USA,75.5227
1992,USA,75.7776
1993,USA,75.567
1994,USA,75.7377
1995,USA,75.8536
1996,USA,76.1753
1997,USA,76.498
1998,USA,76.66
1999,USA,76.6718
2000,USA,76.8114
2001,USA,76.9285
2002,USA,77.0005
2003,USA,77.1536
2004,USA,77.5581
2005,USA,77.5573
2006,USA,77.8386
2007,USA,78.1004
2008,USA,78.1958
2009,USA,78.564
2010,USA,78.7724
2011,USA,78.82
2012,USA,78.9441
2013,USA,78.9507
2014,USA,79.0175
2015,USA,78.8694
2016,USA,78.8482
2017,USA,78.8213
2018,USA,78.9896
2019,USA,79.138
2020,USA,77.4144
2021,USA,77.1982
2022,USA,78.2028
1950,URY,65.6173
1951,URY,65.8756
1952,URY,66.0879
1953,URY,66.2791
1954,URY,66.4728
1955,URY,66.6907
1956,URY,66.9303
1957,URY,67.1744
1958,URY,67.4064
1959,URY,67.6103
1960,URY,67.7722
1961,URY,67.895
1962,URY,67.9941
1963,URY,68.0837
1964,URY,68.179
1965,URY,68.2937
1966,URY,68.4265
1967,URY,68.5577
1968,URY,68.6983
1969,URY,68.815
1970,URY,68.9036
1971,URY,68.9686
1972,URY,68.9328
1973,URY,69.0961
1974,URY,69.1927
1975,URY,69.3346
1976,URY,69.5226
1977,URY,69.7463
1978,URY,69.9995
1979,URY,70.279
1980,URY,70.5818
1981,URY,70.9006
1982,URY,71.2228
1983,URY,71.5387
1984,URY,71.8405
1985,URY,72.1225
1986,URY,72.381
1987,URY,72.6134
1988,URY,72.82
1989,URY,73.002
1990,URY,73.1617
1991,URY,73.3051
1992,URY,73.4412
1993,URY,73.579
1994,URY,73.7276
1995,URY,73.896
1996,URY,74.0876
1997,URY,74.298
1998,URY,74.5267
1999,URY,74.7695
2000,URY,75.0247
2001,URY,75.2851
2002,URY,75.5399
2003,URY,75.7851
2004,URY,76.0069
2005,URY,76.1935
2006,URY,76.3615
2007,URY,76.4981
2008,URY,76.623
2009,URY,76.7384
2010,URY,76.858
2011,URY,76.9833
2012,URY,77.111
2013,URY,77.24
2014,URY,77.3663
2015,URY,77.4827
2016,URY,77.5707
2017,URY,77.6247
2018,URY,77.611
2019,URY,77.5085
2020,URY,78.4298
2021,URY,75.4356
2022,URY,77.9998
1950,VEN,51.1246
1951,VEN,51.7169
1952,VEN,52.4315
1953,VEN,53.0774
1954,VEN,53.6704
1955,VEN,54.7657
1956,VEN,55.4019
1957,VEN,55.7607
1958,VEN,56.7078
1959,VEN,57.6517
1960,VEN,58.6471
1961,VEN,59.4065
1962,VEN,59.5295
1963,VEN,60.1524
1964,VEN,60.6089
1965,VEN,61.2476
1966,VEN,61.8012
1967,VEN,62.3476
1968,VEN,62.9279
1969,VEN,63.2235
1970,VEN,64.299
1971,VEN,64.9334
1972,VEN,65.4198
1973,VEN,65.9357
1974,VEN,66.5257
1975,VEN,67.0754
1976,VEN,67.5536
1977,VEN,67.9568
1978,VEN,68.3127
1979,VEN,68.5874
1980,VEN,68.7624
1981,VEN,69.4416
1982,VEN,69.723
1983,VEN,70.1974
1984,VEN,70.4412
1985,VEN,70.5964
1986,VEN,71.0375
1987,VEN,71.0475
1988,VEN,71.2525
1989,VEN,71.348
1990,VEN,71.5319
1991,VEN,71.8318
1992,VEN,71.806
1993,VEN,71.9253
1994,VEN,71.8529
1995,VEN,72.1429
1996,VEN,72.1108
1997,VEN,72.7029
1998,VEN,72.6681
1999,VEN,72.2539
2000,VEN,72.4775
2001,VEN,71.2015
2002,VEN,72.6618
2003,VEN,71.9402
2004,VEN,72.514
2005,VEN,72.7825
2006,VEN,72.7418
2007,VEN,73.0583
2008,VEN,72.436
2009,VEN,72.5788
2010,VEN,72.8901
2011,VEN,72.913
2012,VEN,73.0364
2013,VEN,73.1962
2014,VEN,72.8533
2015,VEN,73.0064
2016,VEN,72.0578
2017,VEN,71.943
2018,VEN,71.9788
2019,VEN,72.1614
2020,VEN,71.0949
2021,VEN,70.5536
2022,VEN,71.1049
